fid,DN,Enregistre,Latitude,Longitude,Type,Milieu,surface
6105,"6529",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,49.0176146701124
6132,"6147",Francine-3,45.083750000000002,-73.105000000000004,lisiere,mixte,394.699504333432
6132,"6147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,394.699504333432
6190,"6529",Francine-3,45.083750000000002,-73.105000000000004,lisiere,mixte,6552.92869585945
6190,"6529",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,7597.96511207015
6534,"4529",Francine-3,45.083750000000002,-73.105000000000004,lisiere,mixte,110636.852453065
6534,"4529",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,161705.113424708
6534,"4529",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,67192.6576489665
6534,"4529",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,47281.8656753575
7132,"147",Francine-3,45.083750000000002,-73.105000000000004,lisiere,mixte,38620.3255864798
7132,"147",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,39975.7434415511
7132,"147",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,90308.8035293572
7571,"6000",Francine-3,45.083750000000002,-73.105000000000004,lisiere,mixte,118590.147810612
7571,"6000",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,3603.11514897405
7571,"6000",P-lisiere,45.086219999999997,-73.103420000000000,lisiere,mixte,19984.2142848308
7571,"6000",Q-lisiere,45.082180000000001,-73.108559999999997,lisiere,mixte,108695.30875815
7571,"6000",W-lisiere,45.088810000000002,-73.097790000000003,lisiere,foret,10353.3679271622
7571,"6000",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,15908.7007362064
1687,"122",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,173.034628012436
1687,"122",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,1372.77598217152
1688,"4120",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,98.6758420174883
1689,"4122",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,690.730874696397
1689,"4122",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,118.28237337037
1714,"4147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,33.349512767847
1715,"4122",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,381.443065077765
1773,"4147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,1085.434338222
1906,"4147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,1578.8135162101
1907,"2623",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,607.73357008837
1907,"2623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,3651.0047495951
1988,"4147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,2368.22040221308
2094,"4147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,1578.81376915984
2135,"4623",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,13.0748662802507
2135,"4623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,14406.6658610406
2184,"4147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,1641.37250424642
2356,"4147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,172.424075413612
2549,"147",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,32340.5539727233
2579,"4529",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,92035.9881562769
2579,"4529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,96684.0239022756
2970,"6000",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,12491.0642163513
2970,"6000",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,21292.2099681415
5272,"2529",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,105954.789238641
5272,"2529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,43870.2434018858
5418,"4623",G-foret,45.104979999999998,-73.201110000000000,foret,mixte,29538.9033544431
5418,"4623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,5317.66065119416
1461,"4147",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,0.409993744071471
1462,"320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,4.66274634692127
1500,"320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,296.027421017061
1518,"4122",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,52.0052033542015
1548,"4147",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,1677.48872823903
1549,"320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351611861086
1565,"320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,592.05481962458
1591,"4122",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,1915.49430419736
1618,"147",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,23921.718800413
1623,"4147",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,296.027404708904
1624,"320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,592.0548038173
1646,"120",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,345.702795603895
1664,"4122",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6758345439157
1665,"120",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757996200758
1666,"320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.35159677302
1677,"120",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,2466.8947448594
1678,"6021",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,96.3306188777497
1690,"120",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.675798512093
1691,"320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351594547101
1692,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351592560532
1693,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,1677.48828411123
1730,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757974864158
1743,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757780480839
1763,"6320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,493.378978079651
1764,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,394.703178885393
1782,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,394.703113995551
1792,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757950878527
1793,"6320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,296.027382381028
1804,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351586192905
1836,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351588199555
1837,"6320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,394.703172183014
1876,"2623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,296.02739532158
1885,"6529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,2370.22531294207
1886,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,986.75780437878
1899,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,690.730544812774
1900,"6320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,493.378954500658
1961,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351581807132
1962,"6529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351549502986
1994,"4623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,24668.9464508078
2004,"6320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,493.378949120641
2026,"2623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,2762.92225806887
2027,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,888.08203083105
2028,"6529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757758420135
2061,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,296.027367820352
2062,"6320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,394.703150611487
2073,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351566794328
2074,"6021",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757823224179
2095,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.35156891268
2096,"6021",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757834246382
2108,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.6757877458003
2128,"6320",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,888.082070258941
2132,"6623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,197.351571111998
2133,"21",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,10657.0089935084
2158,"6529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,98.675781184691
2221,"20",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,287.551426612772
2222,"6529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,27.6291819175822
2254,"2623",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,4465.43560556239
2283,"6529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,8.87034141432378
2302,"2021",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,74.5835414663306
2320,"2021",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,13.3453014738916
2321,"21",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,1135.21638223511
2414,"4529",G-lisiere,45.106470000000002,-73.197649999999996,lisiere,mixte,5008.38270854751
4040,"6140",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,43.3025628898286
4078,"6140",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,197.350238668965
4105,"140",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,2167.03501862106
4112,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,7909.36690834214
4137,"120",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,98.6751179135754
4170,"120",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,98.6751154528465
4234,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,98.6751154075027
4241,"2529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,14510.9888646975
4269,"2140",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,394.700469400617
4270,"6140",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,592.050690476201
4309,"4147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,197.350226661656
4341,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,296.025342094945
4358,"320",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,2529.16667266469
4364,"6147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,690.725797220191
4392,"4147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,986.7511498534
4426,"6147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,98.6751126562012
4445,"4147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,197.350225718808
4488,"140",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,16977.8151834528
4494,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,17140.2236717458
4504,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,493.375570234435
4517,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,197.350246713613
4580,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,98.6751219324069
4632,"6147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,2664.22794876684
4706,"4147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,592.050664806156
4771,"320",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,2269.52748417063
4784,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,296.025326592964
4810,"4147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,296.025330444565
4811,"6147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,296.025326355477
4840,"6320",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,493.375532761682
4855,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,98.6751085212454
4886,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,98.6751063154661
4915,"4147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,789.400870876445
4916,"6147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,296.025318367407
4951,"6529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,140.353423242748
5148,"320",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,501.580029482488
5415,"4529",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,20409.6375127618
6082,"6000",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,113337.57797089
6333,"147",H-lisiere,45.093150000000001,-73.129909999999995,lisiere,mixte,74188.8789895903
5290,"5529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,20.2973793053097
5290,"5529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,1381.44425927865
5333,"20",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745797358453
5360,"4021",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6745842401288
5360,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745842401288
5376,"4021",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6745869404986
5376,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745869404986
5404,"4021",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6745913544437
5404,"4021",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,98.6745913544437
5566,"4301",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,8979.39026632439
5588,"4021",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6746075662668
5600,"4021",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.674605525739
5762,"4147",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6745855357149
5763,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,197.349160979153
5763,"6529",J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,58.0230663154507
5776,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,5607.96080628334
5776,"6529",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,35605.6925219202
5776,"6529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,1770.91954546684
5813,"6000",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,4835.05399356072
5813,"6000",J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,4498.50280112837
5813,"6000",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,2361.34940771153
5858,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6746351912152
5859,"4147",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,592.04755540617
5872,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6746364632854
5903,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6746381680132
5915,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,72.3919665982248
6007,"4147",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,1184.094867507
6007,"4147",J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,1054.69442912925
6007,"4147",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,1184.094867507
6018,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,592.047664021549
6040,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6746132794069
6041,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,592.047395846108
6041,"6529",J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,447.92125430092
6041,"6529",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,592.047395846108
6052,"6147",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,16774.6786814946
6052,"6147",J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,2650.06643037585
6052,"6147",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,11957.497947004
6085,"6529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,98.6746150103863
6555,"6000",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,51821.3060462991
6555,"6000",J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,354.878848887223
6555,"6000",K-foret,45.079470000000001,-73.081540000000004,foret,mixte,63771.8180968143
6555,"6000",K-lisiere,45.080539999999999,-73.077849999999998,lisiere,foret,16408.3746278089
6555,"6000",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,107748.278473313
7121,"4529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,48959.7479985635
7121,"4529",Y-lisiere,45.089779999999998,-73.091390000000004,lisiere,foret,71766.1591080817
7121,"4529",Z-lisiere,45.090249999999997,-73.084270000000004,lisiere,mixte,99351.6771260634
7769,"4529",J-foret,45.085630000000002,-73.085369999999998,foret,mixte,103717.396478178
7769,"4529",J-lisiere,45.085830000000001,-73.080380000000005,lisiere,mixte,196956.599720576
7769,"4529",K-foret,45.079470000000001,-73.081540000000004,foret,mixte,115360.967041188
7769,"4529",K-lisiere,45.080539999999999,-73.077849999999998,lisiere,foret,173679.108455262
7769,"4529",L-foret_O-lisiere,45.073110000000000,-73.073589999999996,lisiere,mixte,121095.943978687
7769,"4529",L-lisiere,45.074990000000000,-73.073660000000004,lisiere,mixte,144205.924261902
7769,"4529",X-foret_X-lisiere,45.082830000000001,-73.082080000000005,foret,mixte,137567.643197631
