"code","utilisation"
5649,"Ostryer de Virginie associé à des résineux tolérants / Marais"
5650,"Ostryer de Virginie associé à des résineux / Marais"
5651,"Pin blanc / Marais"
5652,"Pin blanc associé à du bouleau jaune / Marais"
5653,"Pin blanc associé à des érables / Marais"
5654,"Pin blanc associé à des feuillus intolérants / Marais"
5655,"Pin blanc associé à des feuillus tolérants / Marais"
5656,"Pin blanc associé à des feuillus indéterminés / Marais"
5657,"Pin rigide / Marais"
5658,"Peupliers / Marais"
5659,"Peupliers associés à des épinettes noire ou rouge / Marais"
5660,"Peupliers associés à des pins / Marais"
5661,"Peupliers associés à des résineux tolérants / Marais"
5662,"Peupliers associés à des résineux / Marais"
5663,"Peupliers associés à des sapin baumier et/ou épinette blanche / Marais"
5664,"Pin gris / Marais"
5665,"Pin gris associé à des feuillus intolérants / Marais"
5666,"Pin gris associé à des feuillus tolérants / Marais"
5667,"Pin gris associé à des feuillus indéterminés / Marais"
5668,"Pins / Marais"
5669,"Pins associés à des feuillus intolérants / Marais"
5670,"Pins associés à des feuillus tolérants / Marais"
5671,"Pins associés à des feuillus indéterminés / Marais"
5672,"Pin rouge / Marais"
5673,"Pin rouge associé à du bouleau jaune / Marais"
5674,"Pin rouge associé à des chênes / Marais"
5675,"Pin rouge associé à des érables / Marais"
5676,"Pin rouge associé à des feuillus intolérants / Marais"
5677,"Pin rouge associé à des feuillus tolérants / Marais"
5678,"Pin rouge associé à des feuillus indéterminés / Marais"
5679,"Pin rouge associé à du hêtre à grandes feuilles / Marais"
5680,"Pin rouge associé à du noyer cendré / Marais"
5681,"Pin rouge associé à des ormes / Marais"
5682,"Pin rouge associé à de l'ostryer de Virginie / Marais"
5683,"Pin rouge associé à du tilleul d'Amérique / Marais"
5684,"Épinette noire et sapin baumier associés à des feuillus intolérants / Marais"
5685,"Épinette noire et sapin baumier associés à des feuillus tolérants / Marais"
5686,"Épinette noire et sapin baumier associés à des feuillus indéterminés / Marais"
5687,"Pruche du Canada / Marais"
5688,"Pruche du Canada associée à du bouleau jaune / Marais"
5689,"Pruche du Canada associée à des érables / Marais"
5690,"Pruche du Canada associée à des feuillus intolérants / Marais"
5691,"Pruche du Canada associée à des feuillus tolérants / Marais"
5692,"Pruche du Canada associée à des feuillus indéterminés / Marais"
5693,"Résineux / Marais"
5694,"Résineux associés à du bouleau jaune / Marais"
5695,"Résineux associés à des érables / Marais"
5696,"Résineux associés à des feuillus intolérants / Marais"
5697,"Résineux associés à des feuillus tolérants / Marais"
5698,"Résineux associés à des feuillus indéterminés / Marais"
5699,"Sapin baumier / Marais"
5700,"Sapin baumier associé à du bouleau jaune / Marais"
5701,"Sapin baumier associé à des épinettes noire ou rouge / Marais"
5702,"Sapin baumier associé à des érables / Marais"
5703,"Sapin baumier associé à des feuillus intolérants / Marais"
5704,"Sapin baumier associé à des feuillus tolérants / Marais"
5705,"Sapin baumier associé à des feuillus indéterminés / Marais"
5706,"Sapin baumier associé à du thuyas occidental / Marais"
5707,"Sapin baumier et/ou épinette blanche / Marais"
5708,"Sapin baumier et/ou épinette blanche associés à du bouleau jaune / Marais"
5709,"Sapin baumier et/ou épinette blanche associés à de l'épinette noire / Marais"
5710,"Sapin baumier et/ou épinette blanche associés à des épinettes noire ou rouge / Marais"
5711,"Sapin baumier et/ou épinette blanche associés à des érables / Marais"
5712,"Sapin baumier et/ou épinette blanche associés à des feuillus intolérants / Marais"
5713,"Sapin baumier et/ou épinette blanche associés à des feuillus tolérants / Marais"
5714,"Sapin baumier et/ou épinette blanche associés à des feuillus indéterminés / Marais"
5715,"Sapin baumier et épinette noire associés à du bouleau jaune / Marais"
5716,"Sapin baumier et épinette noire associés à des érables / Marais"
5717,"Sapin baumier et épinette noire associés à des feuillus intolérants / Marais"
5718,"Sapin baumier et épinette noire associés à des feuillus tolérants / Marais"
5719,"Sapin baumier et épinette noire associés à des feuillus indéterminés / Marais"
5720,"Tilleul d'Amérique / Marais"
5721,"Tilleul d'Amérique associé à des pins / Marais"
5722,"Tilleul d'Amérique associé à des résineux tolérants / Marais"
5723,"Tilleul d'Amérique associé à des résineux / Marais"
5724,"Thuyas occidental / Marais"
5725,"Thuyas occidental associé à du bouleau jaune / Marais"
5726,"Thuyas occidental associé à des érables / Marais"
5727,"Thuyas occidental associé à des feuillus intolérants / Marais"
5728,"Thuyas occidental associé à des feuillus tolérants / Marais"
5729,"Thuyas occidental associé à des feuillus indéterminés / Marais"
5730,"Peuplement issu d'une plantation de feuillus indigènes / Marais"
5731,"Peuplement issu d'une plantation mélangée indigène / Marais"
5732,"Peuplement issu d'une plantation de résineux indigènes / Marais"
5733,"Peuplement issu d'une plantation de feuillus exotiques / Marais"
5734,"Peuplement issu d'une plantation mélangée exotique / Marais"
5735,"Peuplement issu d'une plantation de résineux exotiques / Marais"
6000,"Tourbière minérotrophe"
6020,"Eau / Tourbière minérotrophe"
6021,"Lac / Tourbière minérotrophe"
6022,"Mare et/ou eau peu profonde / Tourbière minérotrophe"
6023,"Réservoir / Tourbière minérotrophe"
6024,"Cours d'eau / Tourbière minérotrophe"
6025,"Eau salée / Tourbière minérotrophe"
6026,"Eau saumâtre / Tourbière minérotrophe"
6027,"Lac de thermokartz / Tourbière minérotrophe"
6029,"Neige et glace permanentes; combe à neige / Tourbière minérotrophe"
6030,"Sol nu; roc-sol à nu; sol dénudé ou semi-dénudé sec / Tourbière minérotrophe"
6031,"Champs de bloc / Tourbière minérotrophe"
6050,"Forêt ou arbustaie improductive / Tourbière minérotrophe"
6051,"Aulnaie / Tourbière minérotrophe"
6052,"Arbustaie basse et mares de thermokarst / Tourbière minérotrophe"
6053,"Arbustaie arctique basse (0.3 à 1 m) / Tourbière minérotrophe"
6054,"Forêt arbustive haute (> 2 m) / Tourbière minérotrophe"
6055,"Friche / Tourbière minérotrophe"
6056,"Arbustaie arctique haute (> 1 m) / Tourbière minérotrophe"
6057,"Forêt arbustive basse (< 2 m) \ Tourbière minérotrophe"
6060,"Lande à lichens / Tourbière minérotrophe"
6061,"Lande à lichens et arbustes / Tourbière minérotrophe"
6062,"Lande subarctique / Tourbière minérotrophe"
6063,"Lande subarctique avec 30 à 70 % d’arbustes / Tourbière minérotrophe"
6064,"Lande rocheuse / Tourbière minérotrophe"
6065,"Lande à éricacées / Tourbière minérotrophe"
6066,"Lande herbacée / Tourbière minérotrophe"
6067,"Lande à mousse / Tourbière minérotrophe"
6068,"Lande alpine / Tourbière minérotrophe"
6071,"Toundra à arbustes dressés / Tourbière minérotrophe"
6072,"Toundra à arbustes dressés avec ostioles / Tourbière minérotrophe"
6073,"Toundra à arbustes dressés avec 30 à 70 % d’arbustes / Tourbière minérotrophe"
6074,"Toundra à arbustes dressés avec ostioles et 30 à 70 % d’arbustes / Tourbière minérotrophe"
6075,"Toundra à arbustes prostrés / Tourbière minérotrophe"
6076,"Toundra à arbustes prostrés avec ostioles / Tourbière minérotrophe"
6077,"Toundra herbacée avec arbustes prostrés / Tourbière minérotrophe"
6101,"Serre / Tourbière minérotrophe"
6120,"Agriculture indifférenciée / Tourbière minérotrophe"
6122,"Culture pérenne et pâturage / Tourbière minérotrophe"
6131,"Jachère / Tourbière minérotrophe"
6132,"Autre céréale / Tourbière minérotrophe"
6133,"Orge / Tourbière minérotrophe"
6134,"Sorgho / Tourbière minérotrophe"
6135,"Millet / Tourbière minérotrophe"
6136,"Avoine / Tourbière minérotrophe"
6137,"Seigle / Tourbière minérotrophe"
6138,"Épeautre / Tourbière minérotrophe"
6139,"Triticale / Tourbière minérotrophe"
6140,"Blé / Tourbière minérotrophe"
6141,"Panic érigé / Tourbière minérotrophe"
6147,"Maïs / Tourbière minérotrophe"
6153,"Canola ou colza / Tourbière minérotrophe"
6154,"Graine de lin / Tourbière minérotrophe"
6157,"Tournesol / Tourbière minérotrophe"
6158,"Soya / Tourbière minérotrophe"
6160,"Autre légumineuse / Tourbière minérotrophe"
6162,"Pois / Tourbière minérotrophe"
6167,"Haricot / Tourbière minérotrophe"
6168,"Laitue / Tourbière minérotrophe"
6169,"Ail/Oignon/Poireau / Tourbière minérotrophe"
6170,"Carotte/Panais / Tourbière minérotrophe"
6171,"Cucurbitacée / Tourbière minérotrophe"
6172,"Crucifère (feuilles) / Tourbière minérotrophe"
6173,"Légume à fruits / Tourbière minérotrophe"
6175,"Autre légume / Tourbière minérotrophe"
6176,"Crucifère (racines) / Tourbière minérotrophe"
6177,"Pomme de terre / Tourbière minérotrophe"
6178,"Betterave à sucre / Tourbière minérotrophe"
6180,"Autre fruit / Tourbière minérotrophe"
6181,"Baie / Tourbière minérotrophe"
6182,"Canneberge / Tourbière minérotrophe"
6183,"Bleuet / Tourbière minérotrophe"
6188,"Verger / Tourbière minérotrophe"
6190,"Vignoble / Tourbière minérotrophe"
6192,"Gazonnière / Tourbière minérotrophe"
6193,"Fines herbes / Tourbière minérotrophe"
6194,"Pépinière / Tourbière minérotrophe"
6195,"Sarrasin / Tourbière minérotrophe"
6197,"Chanvre / Tourbière minérotrophe"
6210,"Forêt de conifères / Tourbière minérotrophe"
6211,"Forêt de conifères dense / Tourbière minérotrophe"
6212,"Forêt de conifères avec arbustes décidus / Tourbière minérotrophe"
6213,"Forêt de conifères clairsemée / Tourbière minérotrophe"
6214,"Forêt de conifères sur lichens / Tourbière minérotrophe"
6215,"Forêt de conifères ouverte / Tourbière minérotrophe"
6216,"Forêt de conifères sur lichens et mousses / Tourbière minérotrophe"
6218,"Forêt de conifères sur mousses et éricacées / Tourbière minérotrophe"
6220,"Forêt de feuillus / Tourbière minérotrophe"
6221,"Forêt de feuillus dense / Tourbière minérotrophe"
6223,"Forêt de feuillus clairsemée / Tourbière minérotrophe"
6225,"Forêt de feuillus ouverte / Tourbière minérotrophe"
6230,"Forêt mixte / Tourbière minérotrophe"
6231,"Forêt mixte dense / Tourbière minérotrophe"
6233,"Forêt mixte clairsemée / Tourbière minérotrophe"
6235,"Forêt mixte ouverte / Tourbière minérotrophe"
6250,"Opération forestière / Tourbière minérotrophe"
6253,"Coupe forestière / Tourbière minérotrophe"
6255,"Plantation / Tourbière minérotrophe"
6256,"Plantation de feuillus indigènes / Tourbière minérotrophe"
6257,"Plantation mélangée indigène / Tourbière minérotrophe"
6258,"Plantation de résineux indigènes / Tourbière minérotrophe"
6259,"Plantation de feuillus exotiques / Tourbière minérotrophe"
6260,"Plantation mélangée exotique / Tourbière minérotrophe"
6261,"Plantation de résineux exotiques / Tourbière minérotrophe"
6263,"Brûlis / Tourbière minérotrophe"
6280,"Perturbation naturelle / Tourbière minérotrophe"
6300,"Autre terrain / Tourbière minérotrophe"
6301,"Zone développée / Tourbière minérotrophe"
6312,"Pistes de ski alpin / Tourbière minérotrophe"
6313,"Golf / Tourbière minérotrophe"
6320,"Route ou chemin / Tourbière minérotrophe"
6321,"Aéroport / Tourbière minérotrophe"
6322,"Chemin de fer / Tourbière minérotrophe"
6341,"Carrière ou gravière / Tourbière minérotrophe"
6343,"Mine et déchet de mine / Tourbière minérotrophe"
6344,"Bassin de filtration; de décontamination; de déchets liquides; etc. / Tourbière minérotrophe"
6345,"Dépotoir / Tourbière minérotrophe"
6346,"Zone industrielle et commerce / Tourbière minérotrophe"
6351,"Ligne de transmission ou de transport d'énergie / Tourbière minérotrophe"
6360,"Exploitation de tourbe / Tourbière minérotrophe"
6501,"Bouleau gris / Tourbière minérotrophe"
6502,"Bouleau gris associé à des pins / Tourbière minérotrophe"
6503,"Bouleau gris associé à des résineux tolérants / Tourbière minérotrophe"
6504,"Bouleau gris associé à des résineux / Tourbière minérotrophe"
6505,"Bouleau jaune / Tourbière minérotrophe"
6506,"Bouleau jaune associé à des épinettes noire ou rouge / Tourbière minérotrophe"
6507,"Bouleau jaune associé à du mélèze laricin / Tourbière minérotrophe"
6508,"Bouleau jaune associé à des pins / Tourbière minérotrophe"
6509,"Bouleau jaune associé à de la pruche du Canada / Tourbière minérotrophe"
6510,"Bouleau jaune associé à des résineux / Tourbière minérotrophe"
6511,"Bouleau jaune associé à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6512,"Bouleau jaune associé à des sapin baumier et épinette noire / Tourbière minérotrophe"
6513,"Bouleau jaune associé à du thuyas occidental / Tourbière minérotrophe"
6514,"Bouleau blanc / Tourbière minérotrophe"
6515,"Bouleau blanc associé à des épinettes noire ou rouge / Tourbière minérotrophe"
6516,"Bouleau blanc associé à des pins / Tourbière minérotrophe"
6517,"Bouleau blanc associé à des résineux tolérants / Tourbière minérotrophe"
6518,"Bouleau blanc associé à des résineux / Tourbière minérotrophe"
6519,"Bouleau blanc associé à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6520,"Caryer cordiforme / Tourbière minérotrophe"
6521,"Chênes / Tourbière minérotrophe"
6522,"Chênes associés à des pins / Tourbière minérotrophe"
6523,"Chênes associés à des résineux tolérants / Tourbière minérotrophe"
6524,"Chênes associés à des résineux / Tourbière minérotrophe"
6525,"Cerisier tardif / Tourbière minérotrophe"
6526,"Cerisier tardif associé à des pins / Tourbière minérotrophe"
6527,"Cerisier tardif associé à des résineux tolérants / Tourbière minérotrophe"
6528,"Cerisier tardif associé à des résineux / Tourbière minérotrophe"
6529,"Érable argenté / Tourbière minérotrophe"
6530,"Érable argenté associé à des pins / Tourbière minérotrophe"
6531,"Érable argenté associé à des résineux tolérants / Tourbière minérotrophe"
6532,"Érable argenté associé à des résineux / Tourbière minérotrophe"
6533,"Épinette blanche / Tourbière minérotrophe"
6534,"Épinette blanche associée à des feuillus intolérants / Tourbière minérotrophe"
6535,"Épinette blanche associée à des feuillus tolérants / Tourbière minérotrophe"
6536,"Épinette blanche associée à des feuillus indéterminés / Tourbière minérotrophe"
6537,"Érable noir / Tourbière minérotrophe"
6538,"Épinette noire / Tourbière minérotrophe"
6539,"Épinette noire associée à de l'épinette blanche / Tourbière minérotrophe"
6540,"Épinette noire associée à des feuillus intolérants / Tourbière minérotrophe"
6541,"Épinette noire associée à des feuillus tolérants / Tourbière minérotrophe"
6542,"Épinette noire associée à des feuillus indéterminés / Tourbière minérotrophe"
6543,"Épinette noire associée à du mélèze laricin / Tourbière minérotrophe"
6544,"Épinette noire associée à des pins / Tourbière minérotrophe"
6545,"Épinette noire associée à du sapin baumier / Tourbière minérotrophe"
6546,"Épinette noire associée à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6547,"Érable rouge / Tourbière minérotrophe"
6548,"Érable rouge associé à des épinettes noire ou rouge / Tourbière minérotrophe"
6549,"Érable rouge associé à du mélèze laricin / Tourbière minérotrophe"
6550,"Érable rouge associé à des pins / Tourbière minérotrophe"
6551,"Érable rouge associé à de la pruche du Canada / Tourbière minérotrophe"
6552,"Érable rouge associé à des résineux / Tourbière minérotrophe"
6553,"Érable rouge associé à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6554,"Érable rouge associé à du thuyas occidental / Tourbière minérotrophe"
6555,"Épinettes noire ou rouge / Tourbière minérotrophe"
6556,"Épinettes noire ou rouge associés à de l'épinette blanche / Tourbière minérotrophe"
6557,"Épinettes noire ou rouge associés à des feuillus intolérants / Tourbière minérotrophe"
6558,"Épinettes noire ou rouge associés à des feuillus tolérants / Tourbière minérotrophe"
6559,"Épinettes noire ou rouge associés à des feuillus indéterminés / Tourbière minérotrophe"
6560,"Épinettes noire ou rouge associés à du mélèze laricin / Tourbière minérotrophe"
6561,"Épinettes noire ou rouge associés à des pins / Tourbière minérotrophe"
6562,"Épinettes noire ou rouge associés à du sapin baumier / Tourbière minérotrophe"
6563,"Épinettes noire ou rouge associés à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6564,"Épinettes noire ou rouge associés à du thuyas occidental / Tourbière minérotrophe"
6565,"Érables / Tourbière minérotrophe"
6566,"Érables associés à du bouleau jaune / Tourbière minérotrophe"
6567,"Érables associés à des épinettes noire ou rouge / Tourbière minérotrophe"
6568,"Érables associés à du mélèze laricin / Tourbière minérotrophe"
6569,"Érables associés à des pins / Tourbière minérotrophe"
6570,"Érables associés à de la pruche du Canada / Tourbière minérotrophe"
6571,"Érables associés à des résineux / Tourbière minérotrophe"
6572,"Érables associés à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6573,"Érables associés à du thuyas occidental / Tourbière minérotrophe"
6574,"Érable à sucre / Tourbière minérotrophe"
6575,"Érable à sucre associé à du bouleau jaune / Tourbière minérotrophe"
6576,"Érable à sucre associé à des épinettes noire ou rouge / Tourbière minérotrophe"
6577,"Érable à sucre associé à du mélèze laricin / Tourbière minérotrophe"
6578,"Érable à sucre associé à des pins / Tourbière minérotrophe"
6579,"Érable à sucre associé à de la pruche du Canada / Tourbière minérotrophe"
6580,"Érable à sucre associé à des résineux / Tourbière minérotrophe"
6581,"Érable à sucre associé à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6582,"Érable à sucre associé à du thuyas occidental / Tourbière minérotrophe"
6583,"Épinette rouge / Tourbière minérotrophe"
6584,"Épinette rouge associée à du bouleau jaune / Tourbière minérotrophe"
6585,"Épinette rouge associée à des feuillus intolérants / Tourbière minérotrophe"
6586,"Épinette rouge associée à des feuillus tolérants / Tourbière minérotrophe"
6587,"Épinette rouge associée à des feuillus indéterminés / Tourbière minérotrophe"
6588,"Épinette rouge associée à du mélèze laricin / Tourbière minérotrophe"
6589,"Épinette rouge associée à des pins / Tourbière minérotrophe"
6590,"Épinette rouge associée à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6591,"Frêne d'Amérique / Tourbière minérotrophe"
6592,"Frêne d'Amérique associé à des pins / Tourbière minérotrophe"
6593,"Frêne d'Amérique associé à des résineux tolérants / Tourbière minérotrophe"
6594,"Frêne d'Amérique associé à des résineux / Tourbière minérotrophe"
6595,"Feuillus intolérants / Tourbière minérotrophe"
6596,"Feuillus intolérants associés à des épinettes noire ou rouge / Tourbière minérotrophe"
6597,"Feuillus intolérants associés à du mélèze laricin / Tourbière minérotrophe"
6598,"Feuillus intolérants associés à des pins / Tourbière minérotrophe"
6599,"Feuillus intolérants associés à de la pruche du Canada / Tourbière minérotrophe"
6600,"Feuillus intolérants associés à des résineux / Tourbière minérotrophe"
6601,"Feuillus intolérants associés à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6602,"Feuillus intolérants associés à du thuyas occidental / Tourbière minérotrophe"
6603,"Frêne noir / Tourbière minérotrophe"
6604,"Frêne noir associé à des pins / Tourbière minérotrophe"
6605,"Frêne noir associé à des résineux tolérants / Tourbière minérotrophe"
6606,"Frêne noir associé à des résineux / Tourbière minérotrophe"
6607,"Frêne de Pennsylvanie / Tourbière minérotrophe"
6608,"Frêne de Pennsylvanie associé à des pins / Tourbière minérotrophe"
6609,"Frêne de Pennsylvanie associé à des résineux tolérants / Tourbière minérotrophe"
6610,"Frêne de Pennsylvanie associé à des résineux / Tourbière minérotrophe"
6611,"Frênes / Tourbière minérotrophe"
6612,"Frênes associés à des pins / Tourbière minérotrophe"
6613,"Frênes associés à des résineux tolérants / Tourbière minérotrophe"
6614,"Frênes associés à des résineux / Tourbière minérotrophe"
6615,"Feuillus tolérants / Tourbière minérotrophe"
6616,"Feuillus tolérants associés à des épinettes noire ou rouge / Tourbière minérotrophe"
6617,"Feuillus tolérants associés à du mélèze laricin / Tourbière minérotrophe"
6618,"Feuillus tolérants associés à des pins / Tourbière minérotrophe"
6619,"Feuillus tolérants associés à de la pruche du Canada / Tourbière minérotrophe"
6620,"Feuillus tolérants associés à des résineux / Tourbière minérotrophe"
6621,"Feuillus tolérants associés à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6622,"Feuillus tolérants associés à du thuyas occidental / Tourbière minérotrophe"
6623,"Feuillus indéterminés / Tourbière minérotrophe"
6624,"Feuillus indéterminés associés à des épinettes noire ou rouge / Tourbière minérotrophe"
6625,"Feuillus indéterminés associés à du mélèze laricin / Tourbière minérotrophe"
6626,"Feuillus indéterminés associés à des pins / Tourbière minérotrophe"
6627,"Feuillus indéterminés associés à de la pruche du Canada / Tourbière minérotrophe"
6628,"Feuillus indéterminés associés à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6629,"Feuillus indéterminés associés à du thuyas occidental / Tourbière minérotrophe"
6630,"Hêtre à grandes feuilles / Tourbière minérotrophe"
6631,"Hêtre à grandes feuilles associé à des pins / Tourbière minérotrophe"
6632,"Hêtre à grandes feuilles associé à des résineux tolérants / Tourbière minérotrophe"
6633,"Hêtre à grandes feuilles associé à des résineux / Tourbière minérotrophe"
6634,"Mélèze laricin / Tourbière minérotrophe"
6635,"Mélèze laricin associé à des feuillus intolérants / Tourbière minérotrophe"
6636,"Mélèze laricin associé à des feuillus tolérants / Tourbière minérotrophe"
6637,"Mélèze laricin associé à des feuillus indéterminés / Tourbière minérotrophe"
6638,"Forêt mixte / Tourbière minérotrophe"
6639,"Noyer cendré / Tourbière minérotrophe"
6640,"Noyer cendré associé à des pins / Tourbière minérotrophe"
6641,"Noyer cendré associé à des résineux tolérants / Tourbière minérotrophe"
6642,"Noyer cendré associé à des résineux / Tourbière minérotrophe"
6643,"Ormes / Tourbière minérotrophe"
6644,"Ormes associés à des pins / Tourbière minérotrophe"
6645,"Ormes associés à des résineux tolérants / Tourbière minérotrophe"
6646,"Ormes associés à des résineux / Tourbière minérotrophe"
6647,"Ostryer de Virginie / Tourbière minérotrophe"
6648,"Ostryer de Virginie associé à des pins / Tourbière minérotrophe"
6649,"Ostryer de Virginie associé à des résineux tolérants / Tourbière minérotrophe"
6650,"Ostryer de Virginie associé à des résineux / Tourbière minérotrophe"
6651,"Pin blanc / Tourbière minérotrophe"
6652,"Pin blanc associé à du bouleau jaune / Tourbière minérotrophe"
6653,"Pin blanc associé à des érables / Tourbière minérotrophe"
6654,"Pin blanc associé à des feuillus intolérants / Tourbière minérotrophe"
6655,"Pin blanc associé à des feuillus tolérants / Tourbière minérotrophe"
6656,"Pin blanc associé à des feuillus indéterminés / Tourbière minérotrophe"
6657,"Pin rigide / Tourbière minérotrophe"
6658,"Peupliers / Tourbière minérotrophe"
6659,"Peupliers associés à des épinettes noire ou rouge / Tourbière minérotrophe"
6660,"Peupliers associés à des pins / Tourbière minérotrophe"
6661,"Peupliers associés à des résineux tolérants / Tourbière minérotrophe"
6662,"Peupliers associés à des résineux / Tourbière minérotrophe"
6663,"Peupliers associés à des sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6664,"Pin gris / Tourbière minérotrophe"
6665,"Pin gris associé à des feuillus intolérants / Tourbière minérotrophe"
6666,"Pin gris associé à des feuillus tolérants / Tourbière minérotrophe"
6667,"Pin gris associé à des feuillus indéterminés / Tourbière minérotrophe"
6668,"Pins / Tourbière minérotrophe"
6669,"Pins associés à des feuillus intolérants / Tourbière minérotrophe"
6670,"Pins associés à des feuillus tolérants / Tourbière minérotrophe"
6671,"Pins associés à des feuillus indéterminés / Tourbière minérotrophe"
6672,"Pin rouge / Tourbière minérotrophe"
6673,"Pin rouge associé à du bouleau jaune / Tourbière minérotrophe"
6674,"Pin rouge associé à des chênes / Tourbière minérotrophe"
6675,"Pin rouge associé à des érables / Tourbière minérotrophe"
6676,"Pin rouge associé à des feuillus intolérants / Tourbière minérotrophe"
6677,"Pin rouge associé à des feuillus tolérants / Tourbière minérotrophe"
6678,"Pin rouge associé à des feuillus indéterminés / Tourbière minérotrophe"
6679,"Pin rouge associé à du hêtre à grandes feuilles / Tourbière minérotrophe"
6680,"Pin rouge associé à du noyer cendré / Tourbière minérotrophe"
6681,"Pin rouge associé à des ormes / Tourbière minérotrophe"
6682,"Pin rouge associé à de l'ostryer de Virginie / Tourbière minérotrophe"
6683,"Pin rouge associé à du tilleul d'Amérique / Tourbière minérotrophe"
6684,"Épinette noire et sapin baumier associés à des feuillus intolérants / Tourbière minérotrophe"
6685,"Épinette noire et sapin baumier associés à des feuillus tolérants / Tourbière minérotrophe"
6686,"Épinette noire et sapin baumier associés à des feuillus indéterminés / Tourbière minérotrophe"
6687,"Pruche du Canada / Tourbière minérotrophe"
6688,"Pruche du Canada associée à du bouleau jaune / Tourbière minérotrophe"
6689,"Pruche du Canada associée à des érables / Tourbière minérotrophe"
6690,"Pruche du Canada associée à des feuillus intolérants / Tourbière minérotrophe"
6691,"Pruche du Canada associée à des feuillus tolérants / Tourbière minérotrophe"
6692,"Pruche du Canada associée à des feuillus indéterminés / Tourbière minérotrophe"
6693,"Résineux / Tourbière minérotrophe"
6694,"Résineux associés à du bouleau jaune / Tourbière minérotrophe"
6695,"Résineux associés à des érables / Tourbière minérotrophe"
6696,"Résineux associés à des feuillus intolérants / Tourbière minérotrophe"
6697,"Résineux associés à des feuillus tolérants / Tourbière minérotrophe"
6698,"Résineux associés à des feuillus indéterminés / Tourbière minérotrophe"
6699,"Sapin baumier / Tourbière minérotrophe"
6700,"Sapin baumier associé à du bouleau jaune / Tourbière minérotrophe"
6701,"Sapin baumier associé à des épinettes noire ou rouge / Tourbière minérotrophe"
6702,"Sapin baumier associé à des érables / Tourbière minérotrophe"
6703,"Sapin baumier associé à des feuillus intolérants / Tourbière minérotrophe"
6704,"Sapin baumier associé à des feuillus tolérants / Tourbière minérotrophe"
6705,"Sapin baumier associé à des feuillus indéterminés / Tourbière minérotrophe"
6706,"Sapin baumier associé à du thuyas occidental / Tourbière minérotrophe"
6707,"Sapin baumier et/ou épinette blanche / Tourbière minérotrophe"
6708,"Sapin baumier et/ou épinette blanche associés à du bouleau jaune / Tourbière minérotrophe"
6709,"Sapin baumier et/ou épinette blanche associés à de l'épinette noire / Tourbière minérotrophe"
6710,"Sapin baumier et/ou épinette blanche associés à des épinettes noire ou rouge / Tourbière minérotrophe"
6711,"Sapin baumier et/ou épinette blanche associés à des érables / Tourbière minérotrophe"
6712,"Sapin baumier et/ou épinette blanche associés à des feuillus intolérants / Tourbière minérotrophe"
6713,"Sapin baumier et/ou épinette blanche associés à des feuillus tolérants / Tourbière minérotrophe"
6714,"Sapin baumier et/ou épinette blanche associés à des feuillus indéterminés / Tourbière minérotrophe"
6715,"Sapin baumier et épinette noire associés à du bouleau jaune / Tourbière minérotrophe"
6716,"Sapin baumier et épinette noire associés à des érables / Tourbière minérotrophe"
6717,"Sapin baumier et épinette noire associés à des feuillus intolérants / Tourbière minérotrophe"
6718,"Sapin baumier et épinette noire associés à des feuillus tolérants / Tourbière minérotrophe"
6719,"Sapin baumier et épinette noire associés à des feuillus indéterminés / Tourbière minérotrophe"
6720,"Tilleul d'Amérique / Tourbière minérotrophe"
6721,"Tilleul d'Amérique associé à des pins / Tourbière minérotrophe"
6722,"Tilleul d'Amérique associé à des résineux tolérants / Tourbière minérotrophe"
6723,"Tilleul d'Amérique associé à des résineux / Tourbière minérotrophe"
6724,"Thuyas occidental / Tourbière minérotrophe"
6725,"Thuyas occidental associé à du bouleau jaune / Tourbière minérotrophe"
6726,"Thuyas occidental associé à des érables / Tourbière minérotrophe"
6727,"Thuyas occidental associé à des feuillus intolérants / Tourbière minérotrophe"
6728,"Thuyas occidental associé à des feuillus tolérants / Tourbière minérotrophe"
6729,"Thuyas occidental associé à des feuillus indéterminés / Tourbière minérotrophe"
6730,"Peuplement issu d'une plantation de feuillus indigènes / Tourbière minérotrophe"
6731,"Peuplement issu d'une plantation mélangée indigène / Tourbière minérotrophe"
6732,"Peuplement issu d'une plantation de résineux indigènes / Tourbière minérotrophe"
6733,"Peuplement issu d'une plantation de feuillus exotiques / Tourbière minérotrophe"
6734,"Peuplement issu d'une plantation mélangée exotique / Tourbière minérotrophe"
6735,"Peuplement issu d'une plantation de résineux exotiques / Tourbière minérotrophe"
7000,"Prairie humide"
7020,"Eau / Prairie humide"
7021,"Lac / Prairie humide"
7022,"Mare et/ou eau peu profonde / Prairie humide"
